zipcode,city,kreis,state
70378,Remseck am Neckar,Kreis Ludwigsburg,Baden-Württemberg
79540,Lörrach,Kreis Lörrach,Baden-Württemberg
79541,Lörrach,Kreis Lörrach,Baden-Württemberg
79539,Lörrach,Kreis Lörrach,Baden-Württemberg
79677,Schönenberg/Schwarzwald,Kreis Lörrach,Baden-Württemberg
73569,Eschach,Ostalbkreis,Baden-Württemberg
79215,Biederbach,Kreis Emmendingen,Baden-Württemberg
88348,Bad Saulgau,Kreis Sigmaringen,Baden-Württemberg
88422,Moosburg b. Buchau,Kreis Biberach,Baden-Württemberg
88422,Oggelshausen,Kreis Biberach,Baden-Württemberg
88400,Oggelshausen,Kreis Biberach,Baden-Württemberg
88484,Gutenzell-Hürbel,Kreis Biberach,Baden-Württemberg
88696,Owingen,Bodenseekreis,Baden-Württemberg
88099,Neukirch b. Tettnang,Bodenseekreis,Baden-Württemberg
88273,Fronreute,Kreis Ravensburg,Baden-Württemberg
88281,Schlier,Kreis Ravensburg,Baden-Württemberg
88364,Wolfegg,Kreis Ravensburg,Baden-Württemberg
88481,Balzheim,Alb-Donau-Kreis,Baden-Württemberg
89165,Balzheim,Alb-Donau-Kreis,Baden-Württemberg
88097,Eriskirch,Bodenseekreis,Baden-Württemberg
88213,Ravensburg,Kreis Ravensburg,Baden-Württemberg
88214,Ravensburg,Kreis Ravensburg,Baden-Württemberg
88212,Ravensburg,Kreis Ravensburg,Baden-Württemberg
88287,Grünkraut,Kreis Ravensburg,Baden-Württemberg
88316,Isny im Allgäu,Kreis Ravensburg,Baden-Württemberg
88427,Bad Schussenried,Kreis Biberach,Baden-Württemberg
88436,Eberhardzell,Kreis Biberach,Baden-Württemberg
88486,Kirchberg an der Iller,Kreis Biberach,Baden-Württemberg
88477,Schwendi,Kreis Biberach,Baden-Württemberg
88637,Leibertingen,Kreis Sigmaringen,Baden-Württemberg
88416,Leibertingen,Kreis Sigmaringen,Baden-Württemberg
88430,Rot an der Rot,Kreis Biberach,Baden-Württemberg
88525,Dürmentingen,Kreis Biberach,Baden-Württemberg
88699,Frickingen,Bodenseekreis,Baden-Württemberg
88079,Tettnang,Bodenseekreis,Baden-Württemberg
88069,Tettnang,Bodenseekreis,Baden-Württemberg
88079,Kressbronn am Bodensee,Bodenseekreis,Baden-Württemberg
88279,Amtzell,Kreis Ravensburg,Baden-Württemberg
88370,Ebenweiler,Kreis Ravensburg,Baden-Württemberg
88400,Biberach an der Riß,Kreis Biberach,Baden-Württemberg
88400,Warthausen,Kreis Biberach,Baden-Württemberg
88447,Warthausen,Kreis Biberach,Baden-Württemberg
88400,Ingoldingen,Kreis Biberach,Baden-Württemberg
88456,Ingoldingen,Kreis Biberach,Baden-Württemberg
88499,Emeringen,Alb-Donau-Kreis,Baden-Württemberg
77833,Ottersweier,Kreis Rastatt,Baden-Württemberg
78050,Villingen-Schwenningen,Schwarzwald-Baar-Kreis,Baden-Württemberg
78056,Villingen-Schwenningen,Schwarzwald-Baar-Kreis,Baden-Württemberg
78052,Villingen-Schwenningen,Schwarzwald-Baar-Kreis,Baden-Württemberg
78048,Villingen-Schwenningen,Schwarzwald-Baar-Kreis,Baden-Württemberg
78054,Villingen-Schwenningen,Schwarzwald-Baar-Kreis,Baden-Württemberg
71640,Ludwigsburg/Württemberg,Kreis Ludwigsburg,Baden-Württemberg
71672,Ludwigsburg/Württemberg,Kreis Ludwigsburg,Baden-Württemberg
71634,Ludwigsburg/Württemberg,Kreis Ludwigsburg,Baden-Württemberg
71636,Ludwigsburg/Württemberg,Kreis Ludwigsburg,Baden-Württemberg
71642,Ludwigsburg/Württemberg,Kreis Ludwigsburg,Baden-Württemberg
78713,Dunningen,Kreis Rottweil,Baden-Württemberg
78655,Dunningen,Kreis Rottweil,Baden-Württemberg
78462,Konstanz Konstanz-Paradies,Kreis Konstanz,Baden-Württemberg
77716,Fischerbach,Ortenaukreis,Baden-Württemberg
77652,Offenburg,Ortenaukreis,Baden-Württemberg
77654,Offenburg,Ortenaukreis,Baden-Württemberg
77656,Offenburg,Ortenaukreis,Baden-Württemberg
72459,Albstadt,Zollernalbkreis,Baden-Württemberg
72458,Albstadt,Zollernalbkreis,Baden-Württemberg
72461,Albstadt,Zollernalbkreis,Baden-Württemberg
70629,Albstadt,Zollernalbkreis,Baden-Württemberg
72768,Reutlingen,Kreis Reutlingen,Baden-Württemberg
72760,Reutlingen,Kreis Reutlingen,Baden-Württemberg
72770,Reutlingen,Kreis Reutlingen,Baden-Württemberg
72764,Reutlingen,Kreis Reutlingen,Baden-Württemberg
72762,Reutlingen,Kreis Reutlingen,Baden-Württemberg
72766,Reutlingen,Kreis Reutlingen,Baden-Württemberg
70329,Reutlingen,Kreis Reutlingen,Baden-Württemberg
72072,Tübingen,Kreis Tübingen,Baden-Württemberg
72076,Tübingen,Kreis Tübingen,Baden-Württemberg
72070,Tübingen,Kreis Tübingen,Baden-Württemberg
72074,Tübingen,Kreis Tübingen,Baden-Württemberg
72070,Ammerbuch,Kreis Tübingen,Baden-Württemberg
72119,Ammerbuch,Kreis Tübingen,Baden-Württemberg
71334,Waiblingen,Rems-Murr-Kreis,Baden-Württemberg
71332,Waiblingen,Rems-Murr-Kreis,Baden-Württemberg
71336,Waiblingen,Rems-Murr-Kreis,Baden-Württemberg
78464,Konstanz Konstanz-Egg,Kreis Konstanz,Baden-Württemberg
78465,Konstanz Konstanz-Litzelstetten,Kreis Konstanz,Baden-Württemberg
75175,Konstanz Konstanz-Litzelstetten,Kreis Konstanz,Baden-Württemberg
75172,Konstanz Konstanz-Litzelstetten,Kreis Konstanz,Baden-Württemberg
75177,Konstanz Konstanz-Litzelstetten,Kreis Konstanz,Baden-Württemberg
75180,Konstanz Konstanz-Litzelstetten,Kreis Konstanz,Baden-Württemberg
75179,Konstanz Konstanz-Litzelstetten,Kreis Konstanz,Baden-Württemberg
75173,Konstanz Konstanz-Litzelstetten,Kreis Konstanz,Baden-Württemberg
75181,Konstanz Konstanz-Litzelstetten,Kreis Konstanz,Baden-Württemberg
75050,Gemmingen,Kreis Heilbronn,Baden-Württemberg
74918,Angelbachtal,Rhein-Neckar-Kreis,Baden-Württemberg
74931,Lobbach,Rhein-Neckar-Kreis,Baden-Württemberg
74909,Meckesheim,Rhein-Neckar-Kreis,Baden-Württemberg
74889,Sinsheim,Rhein-Neckar-Kreis,Baden-Württemberg
74937,Spechbach,Rhein-Neckar-Kreis,Baden-Württemberg
74921,Helmstadt-Bargen,Rhein-Neckar-Kreis,Baden-Württemberg
74927,Eschelbronn,Rhein-Neckar-Kreis,Baden-Württemberg
74924,Neckarbischofsheim,Rhein-Neckar-Kreis,Baden-Württemberg
74915,Waibstadt,Rhein-Neckar-Kreis,Baden-Württemberg
74933,Neidenstein,Rhein-Neckar-Kreis,Baden-Württemberg
74925,Epfenbach,Rhein-Neckar-Kreis,Baden-Württemberg
74934,Reichartshausen,Rhein-Neckar-Kreis,Baden-Württemberg
74939,Zuzenhausen,Rhein-Neckar-Kreis,Baden-Württemberg
70437,Zuzenhausen,Rhein-Neckar-Kreis,Baden-Württemberg
70193,Zuzenhausen,Rhein-Neckar-Kreis,Baden-Württemberg
70806,Kornwestheim,Kreis Ludwigsburg,Baden-Württemberg
70178,Kornwestheim,Kreis Ludwigsburg,Baden-Württemberg
70372,Kornwestheim,Kreis Ludwigsburg,Baden-Württemberg
70195,Kornwestheim,Kreis Ludwigsburg,Baden-Württemberg
70565,Kornwestheim,Kreis Ludwigsburg,Baden-Württemberg
70188,Kornwestheim,Kreis Ludwigsburg,Baden-Württemberg
70374,Kornwestheim,Kreis Ludwigsburg,Baden-Württemberg
70567,Kornwestheim,Kreis Ludwigsburg,Baden-Württemberg
70439,Kornwestheim,Kreis Ludwigsburg,Baden-Württemberg
70734,Fellbach,Rems-Murr-Kreis,Baden-Württemberg
70736,Fellbach,Rems-Murr-Kreis,Baden-Württemberg
70190,Fellbach,Rems-Murr-Kreis,Baden-Württemberg
70825,Korntal-Münchingen,Kreis Ludwigsburg,Baden-Württemberg
70180,Korntal-Münchingen,Kreis Ludwigsburg,Baden-Württemberg
70197,Korntal-Münchingen,Kreis Ludwigsburg,Baden-Württemberg
70469,Korntal-Münchingen,Kreis Ludwigsburg,Baden-Württemberg
70182,Korntal-Münchingen,Kreis Ludwigsburg,Baden-Württemberg
70376,Korntal-Münchingen,Kreis Ludwigsburg,Baden-Württemberg
70199,Korntal-Münchingen,Kreis Ludwigsburg,Baden-Württemberg
70569,Korntal-Münchingen,Kreis Ludwigsburg,Baden-Württemberg
70597,Korntal-Münchingen,Kreis Ludwigsburg,Baden-Württemberg
70191,Korntal-Münchingen,Kreis Ludwigsburg,Baden-Württemberg
70771,Leinfelden-Echterdingen,Kreis Esslingen,Baden-Württemberg
71144,Leinfelden-Echterdingen,Kreis Esslingen,Baden-Württemberg
70174,Leinfelden-Echterdingen,Kreis Esslingen,Baden-Württemberg
70173,Leinfelden-Echterdingen,Kreis Esslingen,Baden-Württemberg
70192,Leinfelden-Echterdingen,Kreis Esslingen,Baden-Württemberg
70499,Leinfelden-Echterdingen,Kreis Esslingen,Baden-Württemberg
70184,Leinfelden-Echterdingen,Kreis Esslingen,Baden-Württemberg
70327,Leinfelden-Echterdingen,Kreis Esslingen,Baden-Württemberg
70563,Leinfelden-Echterdingen,Kreis Esslingen,Baden-Württemberg
70186,Leinfelden-Echterdingen,Kreis Esslingen,Baden-Württemberg
70435,Leinfelden-Echterdingen,Kreis Esslingen,Baden-Württemberg
70619,Leinfelden-Echterdingen,Kreis Esslingen,Baden-Württemberg
70599,Leinfelden-Echterdingen,Kreis Esslingen,Baden-Württemberg
75217,Birkenfeld/Württemberg,Enzkreis,Baden-Württemberg
75331,Engelsbrand,Enzkreis,Baden-Württemberg
75210,Keltern,Enzkreis,Baden-Württemberg
75443,Ötisheim,Enzkreis,Baden-Württemberg
75305,Neuenbürg,Enzkreis,Baden-Württemberg
75059,Neuenbürg,Enzkreis,Baden-Württemberg
75059,Sulzfeld/Baden,Kreis Karlsruhe,Baden-Württemberg
75056,Sulzfeld/Baden,Kreis Karlsruhe,Baden-Württemberg
75031,Sulzfeld/Baden,Kreis Karlsruhe,Baden-Württemberg
75239,Eisingen/Baden,Enzkreis,Baden-Württemberg
75447,Sternenfels,Enzkreis,Baden-Württemberg
75053,Gondelsheim,Kreis Karlsruhe,Baden-Württemberg
75428,Illingen/Württemberg,Enzkreis,Baden-Württemberg
75233,Tiefenbronn,Enzkreis,Baden-Württemberg
75045,Walzbachtal,Kreis Karlsruhe,Baden-Württemberg
75248,Ölbronn-Dürrn,Enzkreis,Baden-Württemberg
75387,Neubulach,Kreis Calw,Baden-Württemberg
75385,Neubulach,Kreis Calw,Baden-Württemberg
75417,Mühlacker,Enzkreis,Baden-Württemberg
75446,Wiernsheim,Enzkreis,Baden-Württemberg
75337,Enzklösterle,Kreis Calw,Baden-Württemberg
75038,Oberderdingen,Kreis Karlsruhe,Baden-Württemberg
75196,Remchingen,Enzkreis,Baden-Württemberg
75249,Kieselbronn,Enzkreis,Baden-Württemberg
75228,Ispringen,Enzkreis,Baden-Württemberg
75057,Kürnbach,Kreis Karlsruhe,Baden-Württemberg
75015,Bretten,Kreis Karlsruhe,Baden-Württemberg
75334,Straubenhardt,Enzkreis,Baden-Württemberg
75031,Eppingen,Kreis Heilbronn,Baden-Württemberg
75449,Wurmberg,Enzkreis,Baden-Württemberg
75438,Knittlingen,Enzkreis,Baden-Württemberg
74235,Erlenbach Kr. Heilbronn,Kreis Heilbronn,Baden-Württemberg
74076,Erlenbach Kr. Heilbronn,Kreis Heilbronn,Baden-Württemberg
74081,Erlenbach Kr. Heilbronn,Kreis Heilbronn,Baden-Württemberg
74078,Erlenbach Kr. Heilbronn,Kreis Heilbronn,Baden-Württemberg
74080,Erlenbach Kr. Heilbronn,Kreis Heilbronn,Baden-Württemberg
74074,Erlenbach Kr. Heilbronn,Kreis Heilbronn,Baden-Württemberg
74072,Erlenbach Kr. Heilbronn,Kreis Heilbronn,Baden-Württemberg
74336,Brackenheim,Kreis Heilbronn,Baden-Württemberg
74357,Brackenheim,Kreis Heilbronn,Baden-Württemberg
74254,Offenau,Kreis Heilbronn,Baden-Württemberg
74374,Zaberfeld,Kreis Heilbronn,Baden-Württemberg
74397,Pfaffenhofen/Württemberg,Kreis Heilbronn,Baden-Württemberg
74831,Gundelsheim/Württemberg,Kreis Heilbronn,Baden-Württemberg
74196,Oedheim,Kreis Heilbronn,Baden-Württemberg
74229,Oedheim,Kreis Heilbronn,Baden-Württemberg
74196,Neuenstadt am Kocher,Kreis Heilbronn,Baden-Württemberg
74182,Obersulm,Kreis Heilbronn,Baden-Württemberg
74246,Eberstadt,Kreis Heilbronn,Baden-Württemberg
74391,Erligheim,Kreis Ludwigsburg,Baden-Württemberg
74255,Erligheim,Kreis Ludwigsburg,Baden-Württemberg
74366,Kirchheim am Neckar,Kreis Ludwigsburg,Baden-Württemberg
74399,Walheim,Kreis Ludwigsburg,Baden-Württemberg
74199,Untergruppenbach,Kreis Heilbronn,Baden-Württemberg
74354,Besigheim,Kreis Ludwigsburg,Baden-Württemberg
74392,Freudental,Kreis Ludwigsburg,Baden-Württemberg
74930,Ittlingen,Kreis Heilbronn,Baden-Württemberg
74259,Widdern,Kreis Heilbronn,Baden-Württemberg
74251,Lehrensteinsfeld,Kreis Heilbronn,Baden-Württemberg
74369,Löchgau,Kreis Ludwigsburg,Baden-Württemberg
74861,Neudenau,Kreis Heilbronn,Baden-Württemberg
74189,Weinsberg,Kreis Heilbronn,Baden-Württemberg
74172,Neckarsulm,Kreis Heilbronn,Baden-Württemberg
74357,Bönnigheim,Kreis Ludwigsburg,Baden-Württemberg
74388,Talheim/Neckar,Kreis Heilbronn,Baden-Württemberg
74223,Talheim/Neckar,Kreis Heilbronn,Baden-Württemberg
74906,Bad Rappenau,Kreis Heilbronn,Baden-Württemberg
74232,Abstatt,Kreis Heilbronn,Baden-Württemberg
74252,Massenbachhausen,Kreis Heilbronn,Baden-Württemberg
74360,Neckarwestheim,Kreis Heilbronn,Baden-Württemberg
74382,Neckarwestheim,Kreis Heilbronn,Baden-Württemberg
74360,Ilsfeld,Kreis Heilbronn,Baden-Württemberg
74389,Cleebronn,Kreis Heilbronn,Baden-Württemberg
74376,Gemmrigheim,Kreis Ludwigsburg,Baden-Württemberg
74223,Flein,Kreis Heilbronn,Baden-Württemberg
74219,Möckmühl,Kreis Heilbronn,Baden-Württemberg
74248,Ellhofen,Kreis Heilbronn,Baden-Württemberg
74363,Güglingen,Kreis Heilbronn,Baden-Württemberg
74936,Siegelsbach,Kreis Heilbronn,Baden-Württemberg
74239,Hardthausen am Kocher,Kreis Heilbronn,Baden-Württemberg
74249,Hardthausen am Kocher,Kreis Heilbronn,Baden-Württemberg
74348,Lauffen am Neckar,Kreis Heilbronn,Baden-Württemberg
74379,Ingersheim,Kreis Ludwigsburg,Baden-Württemberg
74226,Nordheim/Württemberg,Kreis Heilbronn,Baden-Württemberg
74206,Bad Wimpfen,Kreis Heilbronn,Baden-Württemberg
74249,Öhringen,Hohenlohekreis,Baden-Württemberg
74613,Öhringen,Hohenlohekreis,Baden-Württemberg
74249,Jagsthausen,Kreis Heilbronn,Baden-Württemberg
74249,Forchtenberg,Hohenlohekreis,Baden-Württemberg
74632,Forchtenberg,Hohenlohekreis,Baden-Württemberg
74639,Forchtenberg,Hohenlohekreis,Baden-Württemberg
74670,Forchtenberg,Hohenlohekreis,Baden-Württemberg
74394,Hessigheim,Kreis Ludwigsburg,Baden-Württemberg
74394,Mundelsheim,Kreis Ludwigsburg,Baden-Württemberg
74395,Mundelsheim,Kreis Ludwigsburg,Baden-Württemberg
74385,Mundelsheim,Kreis Ludwigsburg,Baden-Württemberg
74372,Sersheim,Kreis Ludwigsburg,Baden-Württemberg
74211,Leingarten,Kreis Heilbronn,Baden-Württemberg
74177,Bad Friedrichshall,Kreis Heilbronn,Baden-Württemberg
74245,Löwenstein,Kreis Heilbronn,Baden-Württemberg
71069,Sindelfingen,Kreis Böblingen,Baden-Württemberg
71063,Sindelfingen,Kreis Böblingen,Baden-Württemberg
71067,Sindelfingen,Kreis Böblingen,Baden-Württemberg
71065,Sindelfingen,Kreis Böblingen,Baden-Württemberg
79837,Ibach,Kreis Waldshut,Baden-Württemberg
88605,Meßkirch,Kreis Sigmaringen,Baden-Württemberg
71032,Böblingen,Kreis Böblingen,Baden-Württemberg
71034,Böblingen,Kreis Böblingen,Baden-Württemberg
64754,Eberbach,Rhein-Neckar-Kreis,Baden-Württemberg
69434,Eberbach,Rhein-Neckar-Kreis,Baden-Württemberg
69429,Eberbach,Rhein-Neckar-Kreis,Baden-Württemberg
69412,Eberbach,Rhein-Neckar-Kreis,Baden-Württemberg
74744,Ahorn/Baden,Main-Tauber-Kreis,Baden-Württemberg
74736,Hardheim,Neckar-Odenwald-Kreis,Baden-Württemberg
74749,Rosenberg/Baden,Neckar-Odenwald-Kreis,Baden-Württemberg
74731,Walldürn,Neckar-Odenwald-Kreis,Baden-Württemberg
63928,Walldürn,Neckar-Odenwald-Kreis,Baden-Württemberg
75399,Unterreichenbach,Kreis Calw,Baden-Württemberg
75242,Neuhausen/Enzkreis,Enzkreis,Baden-Württemberg
74638,Waldenburg/Württemberg,Hohenlohekreis,Baden-Württemberg
74626,Bretzfeld,Hohenlohekreis,Baden-Württemberg
74535,Mainhardt,Kreis Schwäbisch Hall,Baden-Württemberg
74523,Mainhardt,Kreis Schwäbisch Hall,Baden-Württemberg
74545,Michelfeld,Kreis Schwäbisch Hall,Baden-Württemberg
74544,Michelbach an der Bilz,Kreis Schwäbisch Hall,Baden-Württemberg
74523,Michelbach an der Bilz,Kreis Schwäbisch Hall,Baden-Württemberg
74538,Rosengarten/Württemberg,Kreis Schwäbisch Hall,Baden-Württemberg
69115,Rosengarten/Württemberg,Kreis Schwäbisch Hall,Baden-Württemberg
69120,Rosengarten/Württemberg,Kreis Schwäbisch Hall,Baden-Württemberg
69121,Rosengarten/Württemberg,Kreis Schwäbisch Hall,Baden-Württemberg
69126,Rosengarten/Württemberg,Kreis Schwäbisch Hall,Baden-Württemberg
69124,Rosengarten/Württemberg,Kreis Schwäbisch Hall,Baden-Württemberg
69118,Rosengarten/Württemberg,Kreis Schwäbisch Hall,Baden-Württemberg
69123,Rosengarten/Württemberg,Kreis Schwäbisch Hall,Baden-Württemberg
69117,Rosengarten/Württemberg,Kreis Schwäbisch Hall,Baden-Württemberg
75378,Bad Liebenzell,Kreis Calw,Baden-Württemberg
75394,Oberreichenbach/Württemberg,Kreis Calw,Baden-Württemberg
74532,Wolpertshausen,Kreis Schwäbisch Hall,Baden-Württemberg
74549,Wolpertshausen,Kreis Schwäbisch Hall,Baden-Württemberg
74532,Ilshofen,Kreis Schwäbisch Hall,Baden-Württemberg
69436,Schönbrunn/Baden,Rhein-Neckar-Kreis,Baden-Württemberg
69469,Weinheim,Rhein-Neckar-Kreis,Baden-Württemberg
74523,Schwäbisch Hall,Kreis Schwäbisch Hall,Baden-Württemberg
74523,Braunsbach,Kreis Schwäbisch Hall,Baden-Württemberg
74542,Braunsbach,Kreis Schwäbisch Hall,Baden-Württemberg
73489,Braunsbach,Kreis Schwäbisch Hall,Baden-Württemberg
73494,Braunsbach,Kreis Schwäbisch Hall,Baden-Württemberg
69250,Schönau/Odenwald,Rhein-Neckar-Kreis,Baden-Württemberg
69493,Hirschberg a.d. Bergstraße,Rhein-Neckar-Kreis,Baden-Württemberg
69151,Neckargemünd,Rhein-Neckar-Kreis,Baden-Württemberg
69434,Heddesbach,Rhein-Neckar-Kreis,Baden-Württemberg
69190,Walldorf/Baden,Rhein-Neckar-Kreis,Baden-Württemberg
74541,Vellberg,Kreis Schwäbisch Hall,Baden-Württemberg
69439,Zwingenberg/Baden,Neckar-Odenwald-Kreis,Baden-Württemberg
68229,Zwingenberg/Baden,Neckar-Odenwald-Kreis,Baden-Württemberg
69207,Sandhausen,Rhein-Neckar-Kreis,Baden-Württemberg
69181,Leimen/Baden,Rhein-Neckar-Kreis,Baden-Württemberg
69437,Neckargerach,Neckar-Odenwald-Kreis,Baden-Württemberg
69245,Bammental,Rhein-Neckar-Kreis,Baden-Württemberg
69429,Waldbrunn/Odenwald,Neckar-Odenwald-Kreis,Baden-Württemberg
69259,Wilhelmsfeld,Rhein-Neckar-Kreis,Baden-Württemberg
69427,Mudau,Neckar-Odenwald-Kreis,Baden-Württemberg
69226,Nußloch,Rhein-Neckar-Kreis,Baden-Württemberg
69168,Wiesloch,Rhein-Neckar-Kreis,Baden-Württemberg
69253,Heiligkreuzsteinach,Rhein-Neckar-Kreis,Baden-Württemberg
69502,Heiligkreuzsteinach,Rhein-Neckar-Kreis,Baden-Württemberg
74599,Wallhausen/Württemberg,Kreis Schwäbisch Hall,Baden-Württemberg
69256,Mauer,Rhein-Neckar-Kreis,Baden-Württemberg
69221,Dossenheim,Rhein-Neckar-Kreis,Baden-Württemberg
69198,Schriesheim,Rhein-Neckar-Kreis,Baden-Württemberg
69514,Laudenbach/Bergstraße,Rhein-Neckar-Kreis,Baden-Württemberg
69214,Eppelheim,Rhein-Neckar-Kreis,Baden-Württemberg
69251,Gaiberg,Rhein-Neckar-Kreis,Baden-Württemberg
74592,Kirchberg an der Jagst,Kreis Schwäbisch Hall,Baden-Württemberg
68165,Kirchberg an der Jagst,Kreis Schwäbisch Hall,Baden-Württemberg
74589,Satteldorf,Kreis Schwäbisch Hall,Baden-Württemberg
74564,Satteldorf,Kreis Schwäbisch Hall,Baden-Württemberg
68309,Satteldorf,Kreis Schwäbisch Hall,Baden-Württemberg
68159,Satteldorf,Kreis Schwäbisch Hall,Baden-Württemberg
68723,Schwetzingen,Rhein-Neckar-Kreis,Baden-Württemberg
74594,Kreßberg,Kreis Schwäbisch Hall,Baden-Württemberg
68305,Kreßberg,Kreis Schwäbisch Hall,Baden-Württemberg
74564,Crailsheim,Kreis Schwäbisch Hall,Baden-Württemberg
74597,Crailsheim,Kreis Schwäbisch Hall,Baden-Württemberg
74597,Jagstzell,Ostalbkreis,Baden-Württemberg
74579,Jagstzell,Ostalbkreis,Baden-Württemberg
73489,Jagstzell,Ostalbkreis,Baden-Württemberg
74597,Stimpfach,Kreis Schwäbisch Hall,Baden-Württemberg
68549,Ilvesheim,Rhein-Neckar-Kreis,Baden-Württemberg
68169,Ilvesheim,Rhein-Neckar-Kreis,Baden-Württemberg
68789,Sankt Leon-Rot,Rhein-Neckar-Kreis,Baden-Württemberg
68526,Ladenburg,Rhein-Neckar-Kreis,Baden-Württemberg
68163,Ladenburg,Rhein-Neckar-Kreis,Baden-Württemberg
68766,Hockenheim,Rhein-Neckar-Kreis,Baden-Württemberg
68307,Hockenheim,Rhein-Neckar-Kreis,Baden-Württemberg
68239,Hockenheim,Rhein-Neckar-Kreis,Baden-Württemberg
68809,Neulußheim,Rhein-Neckar-Kreis,Baden-Württemberg
68199,Neulußheim,Rhein-Neckar-Kreis,Baden-Württemberg
68794,Oberhausen-Rheinhausen,Kreis Karlsruhe,Baden-Württemberg
68535,Edingen-Neckarhausen,Rhein-Neckar-Kreis,Baden-Württemberg
68775,Ketsch,Rhein-Neckar-Kreis,Baden-Württemberg
68259,Ketsch,Rhein-Neckar-Kreis,Baden-Württemberg
68219,Ketsch,Rhein-Neckar-Kreis,Baden-Württemberg
68799,Reilingen,Rhein-Neckar-Kreis,Baden-Württemberg
68542,Heddesheim,Rhein-Neckar-Kreis,Baden-Württemberg
68167,Heddesheim,Rhein-Neckar-Kreis,Baden-Württemberg
68782,Brühl/Baden,Rhein-Neckar-Kreis,Baden-Württemberg
97896,Brühl/Baden,Rhein-Neckar-Kreis,Baden-Württemberg
73340,Amstetten,Alb-Donau-Kreis,Baden-Württemberg
73467,Kirchheim am Ries,Ostalbkreis,Baden-Württemberg
73441,Kirchheim am Ries,Ostalbkreis,Baden-Württemberg
73499,Wört,Ostalbkreis,Baden-Württemberg
73488,Ellenberg/Württemberg,Ostalbkreis,Baden-Württemberg
73495,Stödtlen,Ostalbkreis,Baden-Württemberg
73497,Tannhausen,Ostalbkreis,Baden-Württemberg
73485,Tannhausen,Ostalbkreis,Baden-Württemberg
73485,Unterschneidheim,Ostalbkreis,Baden-Württemberg
89129,Nerenstetten,Alb-Donau-Kreis,Baden-Württemberg
89191,Nellingen,Alb-Donau-Kreis,Baden-Württemberg
73479,Ellwangen/Jagst,Ostalbkreis,Baden-Württemberg
73494,Rosenberg/Württemberg,Ostalbkreis,Baden-Württemberg
74417,Gschwend,Ostalbkreis,Baden-Württemberg
74405,Gaildorf,Kreis Schwäbisch Hall,Baden-Württemberg
71549,Auenwald,Rems-Murr-Kreis,Baden-Württemberg
71549,Althütte,Rems-Murr-Kreis,Baden-Württemberg
71566,Althütte,Rems-Murr-Kreis,Baden-Württemberg
71364,Affalterbach,Kreis Ludwigsburg,Baden-Württemberg
71563,Affalterbach,Kreis Ludwigsburg,Baden-Württemberg
71364,Winnenden,Rems-Murr-Kreis,Baden-Württemberg
89547,Gerstetten,Kreis Heidenheim,Baden-Württemberg
89520,Gerstetten,Kreis Heidenheim,Baden-Württemberg
89564,Nattheim,Kreis Heidenheim,Baden-Württemberg
89567,Sontheim an der Brenz,Kreis Heidenheim,Baden-Württemberg
89542,Herbrechtingen,Kreis Heidenheim,Baden-Württemberg
89522,Herbrechtingen,Kreis Heidenheim,Baden-Württemberg
89561,Dischingen,Kreis Heidenheim,Baden-Württemberg
73450,Dischingen,Kreis Heidenheim,Baden-Württemberg
89522,Giengen an der Brenz,Kreis Heidenheim,Baden-Württemberg
89537,Giengen an der Brenz,Kreis Heidenheim,Baden-Württemberg
89168,Niederstotzingen,Kreis Heidenheim,Baden-Württemberg
89537,Hermaringen,Kreis Heidenheim,Baden-Württemberg
89568,Hermaringen,Kreis Heidenheim,Baden-Württemberg
89551,Königsbronn,Kreis Heidenheim,Baden-Württemberg
89073,Königsbronn,Kreis Heidenheim,Baden-Württemberg
89075,Königsbronn,Kreis Heidenheim,Baden-Württemberg
89081,Königsbronn,Kreis Heidenheim,Baden-Württemberg
89160,Königsbronn,Kreis Heidenheim,Baden-Württemberg
89079,Königsbronn,Kreis Heidenheim,Baden-Württemberg
89077,Königsbronn,Kreis Heidenheim,Baden-Württemberg
89174,Altheim/Alb,Alb-Donau-Kreis,Baden-Württemberg
89610,Oberdischingen,Alb-Donau-Kreis,Baden-Württemberg
89134,Blaustein,Alb-Donau-Kreis,Baden-Württemberg
89183,Breitingen,Alb-Donau-Kreis,Baden-Württemberg
89198,Westerstetten,Alb-Donau-Kreis,Baden-Württemberg
89614,Öpfingen,Alb-Donau-Kreis,Baden-Württemberg
89180,Öpfingen,Alb-Donau-Kreis,Baden-Württemberg
89143,Öpfingen,Alb-Donau-Kreis,Baden-Württemberg
89616,Rottenacker,Alb-Donau-Kreis,Baden-Württemberg
89584,Ehingen/Donau,Alb-Donau-Kreis,Baden-Württemberg
89160,Dornstadt,Alb-Donau-Kreis,Baden-Württemberg
89189,Neenstetten,Alb-Donau-Kreis,Baden-Württemberg
89173,Lonsee,Alb-Donau-Kreis,Baden-Württemberg
89194,Schnürpflingen,Alb-Donau-Kreis,Baden-Württemberg
89197,Weidenstetten,Alb-Donau-Kreis,Baden-Württemberg
89613,Oberstadion,Alb-Donau-Kreis,Baden-Württemberg
89150,Laichingen,Alb-Donau-Kreis,Baden-Württemberg
89186,Illerrieden,Alb-Donau-Kreis,Baden-Württemberg
89605,Altheim b. Ehingen,Alb-Donau-Kreis,Baden-Württemberg
89179,Beimerstetten,Alb-Donau-Kreis,Baden-Württemberg
89155,Erbach/Donau,Alb-Donau-Kreis,Baden-Württemberg
